city,state,latitude,longitude,YearMonth,Monthly_Avg_Temp
Los Angeles,California,34.0522342,-118.2436849,2025-03-01,57.00967741935484
Los Angeles,California,34.0522342,-118.2436849,2025-04-01,61.74
Los Angeles,California,34.0522342,-118.2436849,2025-05-01,67.75483870967743
Los Angeles,California,34.0522342,-118.2436849,2025-06-01,69.81333333333333
Los Angeles,California,34.0522342,-118.2436849,2025-07-01,71.4258064516129
Los Angeles,California,34.0522342,-118.2436849,2025-08-01,76.1032258064516
Los Angeles,California,34.0522342,-118.2436849,2025-09-01,74.32
Los Angeles,California,34.0522342,-118.2436849,2025-10-01,66.7741935483871
Los Angeles,California,34.0522342,-118.2436849,2025-11-01,60.79666666666667
Los Angeles,California,34.0522342,-118.2436849,2025-12-01,57.42580645161291
Los Angeles,California,34.0522342,-118.2436849,2026-01-01,56.561290322580646
Los Angeles,California,34.0522342,-118.2436849,2026-02-01,59.17142857142857
Los Angeles,California,34.0522342,-118.2436849,2026-03-01,68.11935483870967
Chicago,Illinois,41.8781136,-87.6297982,2016-01-01,25.758064516129032
Chicago,Illinois,41.8781136,-87.6297982,2016-02-01,29.641379310344828
Chicago,Illinois,41.8781136,-87.6297982,2016-03-01,39.21612903225807
Chicago,Illinois,41.8781136,-87.6297982,2016-04-01,43.89
Chicago,Illinois,41.8781136,-87.6297982,2016-05-01,54.99032258064516
Chicago,Illinois,41.8781136,-87.6297982,2016-06-01,68.13000000000001
Chicago,Illinois,41.8781136,-87.6297982,2016-07-01,73.46451612903226
Chicago,Illinois,41.8781136,-87.6297982,2016-08-01,73.90322580645162
Chicago,Illinois,41.8781136,-87.6297982,2016-09-01,68.70666666666666
Chicago,Illinois,41.8781136,-87.6297982,2016-10-01,57.76129032258064
Chicago,Illinois,41.8781136,-87.6297982,2016-11-01,47.373333333333335
Chicago,Illinois,41.8781136,-87.6297982,2016-12-01,27.032258064516128
Chicago,Illinois,41.8781136,-87.6297982,2017-01-01,29.325806451612905
Chicago,Illinois,41.8781136,-87.6297982,2017-02-01,36.975
Chicago,Illinois,41.8781136,-87.6297982,2017-03-01,37.303225806451614
Chicago,Illinois,41.8781136,-87.6297982,2017-04-01,51.059999999999995
Chicago,Illinois,41.8781136,-87.6297982,2017-05-01,55.41612903225807
Chicago,Illinois,41.8781136,-87.6297982,2017-06-01,70.70333333333333
Chicago,Illinois,41.8781136,-87.6297982,2017-07-01,72.97741935483872
Chicago,Illinois,41.8781136,-87.6297982,2017-08-01,70.4258064516129
Chicago,Illinois,41.8781136,-87.6297982,2017-09-01,68.36
Chicago,Illinois,41.8781136,-87.6297982,2017-10-01,57.36774193548386
Chicago,Illinois,41.8781136,-87.6297982,2017-11-01,40.169999999999995
Chicago,Illinois,41.8781136,-87.6297982,2017-12-01,27.387096774193548
Chicago,Illinois,41.8781136,-87.6297982,2018-01-01,24.62258064516129
Chicago,Illinois,41.8781136,-87.6297982,2018-02-01,27.985714285714288
Chicago,Illinois,41.8781136,-87.6297982,2018-03-01,34.306451612903224
Chicago,Illinois,41.8781136,-87.6297982,2018-04-01,38.56666666666667
Chicago,Illinois,41.8781136,-87.6297982,2018-05-01,61.76129032258064
Chicago,Illinois,41.8781136,-87.6297982,2018-06-01,68.35666666666665
Chicago,Illinois,41.8781136,-87.6297982,2018-07-01,73.44193548387096
Chicago,Illinois,41.8781136,-87.6297982,2018-08-01,73.94193548387096
Chicago,Illinois,41.8781136,-87.6297982,2018-09-01,67.96
Chicago,Illinois,41.8781136,-87.6297982,2018-10-01,52.377419354838715
Chicago,Illinois,41.8781136,-87.6297982,2018-11-01,34.766666666666666
Chicago,Illinois,41.8781136,-87.6297982,2018-12-01,32.81935483870968
Chicago,Illinois,41.8781136,-87.6297982,2019-01-01,21.664516129032258
Chicago,Illinois,41.8781136,-87.6297982,2019-02-01,27.010714285714283
Chicago,Illinois,41.8781136,-87.6297982,2019-03-01,33.65806451612904
Chicago,Illinois,41.8781136,-87.6297982,2019-04-01,47.07333333333334
Chicago,Illinois,41.8781136,-87.6297982,2019-05-01,55.619354838709675
Chicago,Illinois,41.8781136,-87.6297982,2019-06-01,64.33666666666666
Chicago,Illinois,41.8781136,-87.6297982,2019-07-01,74.5
Chicago,Illinois,41.8781136,-87.6297982,2019-08-01,72.09354838709677
Chicago,Illinois,41.8781136,-87.6297982,2019-09-01,68.85666666666665
Chicago,Illinois,41.8781136,-87.6297982,2019-10-01,52.461290322580645
Chicago,Illinois,41.8781136,-87.6297982,2019-11-01,34.89
Chicago,Illinois,41.8781136,-87.6297982,2019-12-01,34.41935483870968
