ZIP,raw_incident_count,active_agencies,incidents_per_agency,YEAR
71291,1858,1,1858.0,2018
71309,3168,1,3168.0,2018
71366,68,1,68.0,2018
71601,5490,2,2745.0,2018
71602,191,1,191.0,2018
71611,888,1,888.0,2018
71635,412,1,412.0,2018
71639,100,1,100.0,2018
71640,147,1,147.0,2018
71646,455,2,227.5,2018
71653,306,2,153.0,2018
71654,257,1,257.0,2018
71655,788,2,394.0,2018
71656,57,1,57.0,2018
71665,177,2,88.5,2018
71667,220,2,110.0,2018
71671,342,2,171.0,2018
71701,1325,2,662.5,2018
71720,17,1,17.0,2018
71730,2508,2,1254.0,2018
71742,420,2,210.0,2018
71743,81,1,81.0,2018
71744,125,2,62.5,2018
71754,1025,2,512.5,2018
71802,1498,2,749.0,2018
71822,442,2,221.0,2018
71832,572,2,286.0,2018
71845,71,1,71.0,2018
71851,35,1,35.0,2018
71852,416,2,208.0,2018
71854,3911,2,1955.5,2018
71857,59,1,59.0,2018
71860,14,1,14.0,2018
71901,2765,1,2765.0,2018
71902,4323,1,4323.0,2018
71921,27,1,27.0,2018
71923,679,3,226.33333333333334,2018
71943,44,1,44.0,2018
71953,641,2,320.5,2018
71957,168,1,168.0,2018
71958,173,2,86.5,2018
71999,62,1,62.0,2018
72002,214,1,214.0,2018
72006,135,2,67.5,2018
72007,72,1,72.0,2018
72010,296,1,296.0,2018
72012,602,2,301.0,2018
72015,4735,3,1578.3333333333333,2018
72020,68,1,68.0,2018
72021,352,1,352.0,2018
72022,1555,1,1555.0,2018
72023,1137,1,1137.0,2018
72024,121,1,121.0,2018
72029,73,2,36.5,2018
72031,177,2,88.5,2018
72032,5745,1,5745.0,2018
72034,2283,1,2283.0,2018
72035,191,1,191.0,2018
72039,10,1,10.0,2018
72040,201,2,100.5,2018
72042,487,2,243.5,2018
72043,51,2,25.5,2018
72046,290,1,290.0,2018
72058,44,1,44.0,2018
72064,40,1,40.0,2018
72067,22,1,22.0,2018
72068,5,1,5.0,2018
72076,3520,1,3520.0,2018
72081,84,1,84.0,2018
72082,174,1,174.0,2018
72086,1298,2,649.0,2018
72088,186,1,186.0,2018
72101,55,1,55.0,2018
72102,24,1,24.0,2018
72103,94,1,94.0,2018
72106,196,1,196.0,2018
72107,9,1,9.0,2018
72110,1166,3,388.6666666666667,2018
72112,1164,2,582.0,2018
72113,743,1,743.0,2018
72114,4562,1,4562.0,2018
72124,2347,1,2347.0,2018
72126,287,2,143.5,2018
72127,34,1,34.0,2018
72131,92,1,92.0,2018
72132,45,1,45.0,2018
72137,8,1,8.0,2018
72140,50,1,50.0,2018
72143,1685,1,1685.0,2018
72145,2086,1,2086.0,2018
72150,641,2,320.5,2018
72160,818,1,818.0,2018
72173,168,1,168.0,2018
72176,258,1,258.0,2018
72199,4,1,4.0,2018
72201,27777,2,13888.5,2018
72204,3942,2,1971.0,2018
72205,149,1,149.0,2018
72207,26,1,26.0,2018
72212,1,1,1.0,2018
72301,3491,2,1745.5,2018
72315,2181,2,1090.5,2018
72327,10,1,10.0,2018
72331,32,1,32.0,2018
72335,2186,2,1093.0,2018
72358,566,2,283.0,2018
72359,17,1,17.0,2018
72360,718,2,359.0,2018
72364,1224,1,1224.0,2018
72365,198,1,198.0,2018
72366,54,1,54.0,2018
72370,857,1,857.0,2018
72386,31,1,31.0,2018
72390,1163,1,1163.0,2018
72396,1115,2,557.5,2018
72401,7016,2,3508.0,2018
72411,67,1,67.0,2018
72415,3,1,3.0,2018
72416,129,1,129.0,2018
72417,143,1,143.0,2018
72419,44,1,44.0,2018
72422,130,1,130.0,2018
72428,7,1,7.0,2018
72432,445,2,222.5,2018
72433,72,1,72.0,2018
72437,72,1,72.0,2018
72438,56,1,56.0,2018
72443,72,1,72.0,2018
72447,33,1,33.0,2018
72450,3871,2,1935.5,2018
72454,285,2,142.5,2018
72455,981,2,490.5,2018
72459,9,1,9.0,2018
72467,137,1,137.0,2018
72471,23,1,23.0,2018
72472,882,1,882.0,2018
72473,68,1,68.0,2018
72476,197,2,98.5,2018
72479,8,1,8.0,2018
72501,680,1,680.0,2018
72503,1142,1,1142.0,2018
72513,37,1,37.0,2018
72525,178,1,178.0,2018
72542,62,1,62.0,2018
72543,1094,2,547.0,2018
72554,8,1,8.0,2018
72556,665,1,665.0,2018
72560,266,1,266.0,2018
72576,212,2,106.0,2018
72601,1872,2,936.0,2018
72616,735,2,367.5,2018
72619,85,1,85.0,2018
72626,88,1,88.0,2018
72630,4,1,4.0,2018
72632,249,1,249.0,2018
72634,182,1,182.0,2018
72635,164,1,164.0,2018
72638,186,1,186.0,2018
72641,144,1,144.0,2018
72642,30,1,30.0,2018
72650,104,1,104.0,2018
72653,2422,2,1211.0,2018
72687,584,1,584.0,2018
72701,10159,3,3386.3333333333335,2018
72712,3352,3,1117.3333333333333,2018
72714,552,1,552.0,2018
72718,49,1,49.0,2018
72719,522,1,522.0,2018
72722,167,1,167.0,2018
72727,70,1,70.0,2018
72730,316,1,316.0,2018
72734,65,2,32.5,2018
72736,219,1,219.0,2018
72737,51,1,51.0,2018
72740,395,1,395.0,2018
72741,155,1,155.0,2018
72744,157,1,157.0,2018
72745,284,1,284.0,2018
72751,384,1,384.0,2018
72753,308,1,308.0,2018
72756,201,1,201.0,2018
72758,4180,1,4180.0,2018
72761,967,1,967.0,2018
72764,7148,2,3574.0,2018
72768,49,1,49.0,2018
72774,153,1,153.0,2018
72801,2075,2,1037.5,2018
72802,576,1,576.0,2018
72821,54,1,54.0,2018
72823,200,1,200.0,2018
72830,1120,2,560.0,2018
72833,504,2,252.0,2018
72834,328,1,328.0,2018
72837,82,1,82.0,2018
72846,87,1,87.0,2018
72853,36,1,36.0,2018
72855,720,2,360.0,2018
72858,74,1,74.0,2018
72901,9363,2,4681.5,2018
72921,559,1,559.0,2018
72923,386,1,386.0,2018
72927,225,1,225.0,2018
72933,57,1,57.0,2018
72936,195,1,195.0,2018
72941,94,1,94.0,2018
72946,68,1,68.0,2018
72947,131,1,131.0,2018
72949,661,2,330.5,2018
72956,1743,1,1743.0,2018
72957,1301,1,1301.0,2018
72958,479,2,239.5,2018
73004,2,1,2.0,2018
73005,1114,2,557.0,2018
73006,51,1,51.0,2018
73009,10,1,10.0,2018
73010,260,1,260.0,2018
73015,58,1,58.0,2018
73016,14,1,14.0,2018
73017,13,1,13.0,2018
73018,695,1,695.0,2018
73020,425,1,425.0,2018
73028,70,1,70.0,2018
73029,21,1,21.0,2018
73030,239,1,239.0,2018
73031,85,1,85.0,2018
73034,3248,1,3248.0,2018
73036,788,2,394.0,2018
73040,95,1,95.0,2018
73044,1574,2,787.0,2018
73045,342,1,342.0,2018
73047,69,1,69.0,2018
73048,15,1,15.0,2018
73049,145,1,145.0,2018
73050,203,2,101.5,2018
73051,116,1,116.0,2018
73052,216,1,216.0,2018
73054,36,1,36.0,2018
73055,248,1,248.0,2018
73057,62,1,62.0,2018
73059,36,1,36.0,2018
73062,12,1,12.0,2018
73065,480,1,480.0,2018
73066,107,1,107.0,2018
73067,13,1,13.0,2018
73068,353,1,353.0,2018
73069,7538,2,3769.0,2018
73074,7,1,7.0,2018
73075,1058,2,529.0,2018
73077,474,2,237.0,2018
73078,113,1,113.0,2018
73080,1131,2,565.5,2018
73082,73,1,73.0,2018
73084,138,1,138.0,2018
73086,362,2,181.0,2018
73089,1,1,1.0,2018
73090,220,1,220.0,2018
73091,4,1,4.0,2018
73092,33,1,33.0,2018
73093,5,1,5.0,2018
73096,26,1,26.0,2018
73098,34,1,34.0,2018
73099,1216,1,1216.0,2018
73106,65,1,65.0,2018
73116,137,1,137.0,2018
73121,18,1,18.0,2018
73122,42,1,42.0,2018
73129,304,1,304.0,2018
73152,1,1,1.0,2018
73190,261,1,261.0,2018
73401,302,2,151.0,2018
73433,38,1,38.0,2018
73438,105,1,105.0,2018
73439,41,1,41.0,2018
73443,62,1,62.0,2018
73446,648,2,324.0,2018
73448,393,2,196.5,2018
73456,55,1,55.0,2018
73459,28,1,28.0,2018
73460,202,2,101.0,2018
73463,62,1,62.0,2018
73501,513,1,513.0,2018
73502,582,2,291.0,2018
73521,1101,2,550.5,2018
73527,146,1,146.0,2018
73528,8,1,8.0,2018
73529,102,1,102.0,2018
73533,365,1,365.0,2018
73534,1398,1,1398.0,2018
73538,11,1,11.0,2018
73541,6,1,6.0,2018
73542,344,2,172.0,2018
73546,20,1,20.0,2018
73547,22,1,22.0,2018
73550,145,2,72.5,2018
73554,111,2,55.5,2018
73557,10,1,10.0,2018
73560,7,1,7.0,2018
73566,37,1,37.0,2018
73570,19,1,19.0,2018
73572,145,2,72.5,2018
73573,99,2,49.5,2018
73601,449,1,449.0,2018
73620,167,1,167.0,2018
73624,7,1,7.0,2018
73628,83,1,83.0,2018
73632,269,2,134.5,2018
73645,6,1,6.0,2018
73648,531,1,531.0,2018
73651,203,2,101.5,2018
73662,291,2,145.5,2018
73663,6,1,6.0,2018
73667,121,1,121.0,2018
73669,2,1,2.0,2018
73701,26,1,26.0,2018
73702,286,1,286.0,2018
73717,276,3,92.0,2018
73724,26,1,26.0,2018
73728,137,2,68.5,2018
73737,171,2,85.5,2018
73742,63,1,63.0,2018
73750,366,2,183.0,2018
73754,16,1,16.0,2018
73759,81,1,81.0,2018
73761,3,1,3.0,2018
73762,20,1,20.0,2018
73766,18,2,9.0,2018
73771,18,1,18.0,2018
73772,263,2,131.5,2018
73773,42,1,42.0,2018
73801,913,2,456.5,2018
73832,104,1,104.0,2018
73834,10,1,10.0,2018
73852,75,1,75.0,2018
73858,8,1,8.0,2018
73859,7,1,7.0,2018
73860,26,1,26.0,2018
73932,51,2,25.5,2018
73933,21,2,10.5,2018
73939,29,1,29.0,2018
73942,546,2,273.0,2018
73945,33,1,33.0,2018
73949,11,1,11.0,2018
73951,10,1,10.0,2018
00074,55,1,55.0,2018
74001,2,1,2.0,2018
74002,23,1,23.0,2018
74008,860,1,860.0,2018
74010,288,1,288.0,2018
74016,141,1,141.0,2018
74018,124,1,124.0,2018
74021,261,1,261.0,2018
74023,551,1,551.0,2018
74026,32,1,32.0,2018
74028,29,1,29.0,2018
74029,165,1,165.0,2018
74030,164,1,164.0,2018
74035,174,1,174.0,2018
74037,665,1,665.0,2018
74038,15,1,15.0,2018
74039,45,1,45.0,2018
74041,85,1,85.0,2018
74044,120,1,120.0,2018
74047,62,1,62.0,2018
74048,304,2,152.0,2018
74052,18,1,18.0,2018
74055,1903,1,1903.0,2018
74056,1123,2,561.5,2018
74058,143,1,143.0,2018
74059,261,1,261.0,2018
74061,35,1,35.0,2018
74066,1114,1,1114.0,2018
74067,741,1,741.0,2018
74070,541,1,541.0,2018
74072,111,1,111.0,2018
74073,109,1,109.0,2018
74074,658,1,658.0,2018
74076,2508,1,2508.0,2018
74078,41,1,41.0,2018
74079,180,1,180.0,2018
74080,3,1,3.0,2018
74085,78,1,78.0,2018
74103,2887,1,2887.0,2018
74106,14,1,14.0,2018
74119,65,1,65.0,2018
74301,442,2,221.0,2018
74330,3,1,3.0,2018
74337,147,1,147.0,2018
74338,361,2,180.5,2018
74343,33,1,33.0,2018
74344,530,1,530.0,2018
74346,824,2,412.0,2018
74350,62,1,62.0,2018
74352,111,1,111.0,2018
74354,366,1,366.0,2018
74355,979,2,489.5,2018
74361,600,1,600.0,2018
74365,91,1,91.0,2018
74370,213,2,106.5,2018
74401,676,2,338.0,2018
74402,3260,1,3260.0,2018
74421,40,1,40.0,2018
74426,261,1,261.0,2018
74429,449,1,449.0,2018
74431,14,1,14.0,2018
74432,734,2,367.0,2018
74434,134,1,134.0,2018
74435,40,1,40.0,2018
74436,15,1,15.0,2018
74437,336,1,336.0,2018
74439,31,1,31.0,2018
74445,28,1,28.0,2018
74447,1675,3,558.3333333333334,2018
74455,6,1,6.0,2018
74462,330,2,165.0,2018
74464,2187,3,729.0,2018
74467,1486,2,743.0,2018
74469,39,1,39.0,2018
74470,39,1,39.0,2018
74501,945,2,472.5,2018
74523,202,2,101.0,2018
74525,373,3,124.33333333333333,2018
74533,32,1,32.0,2018
74536,10,1,10.0,2018
74538,162,2,81.0,2018
74546,11,1,11.0,2018
74547,72,1,72.0,2018
74553,27,1,27.0,2018
74554,158,1,158.0,2018
74561,62,1,62.0,2018
74569,20,1,20.0,2018
74571,41,1,41.0,2018
74572,27,1,27.0,2018
74578,419,3,139.66666666666666,2018
74631,341,1,341.0,2018
74637,35,1,35.0,2018
74647,87,1,87.0,2018
74653,187,2,93.5,2018
74701,388,2,194.0,2018
74720,12,1,12.0,2018
74723,1,1,1.0,2018
74726,60,1,60.0,2018
74728,588,1,588.0,2018
74729,20,1,20.0,2018
74730,76,1,76.0,2018
74733,31,1,31.0,2018
74735,42,1,42.0,2018
74743,16,1,16.0,2018
74745,635,1,635.0,2018
74756,4,1,4.0,2018
74764,27,1,27.0,2018
74766,17,1,17.0,2018
74801,1149,2,574.5,2018
74820,32,1,32.0,2018
74825,22,1,22.0,2018
74829,7,1,7.0,2018
74832,34,1,34.0,2018
74834,681,2,340.5,2018
74848,529,3,176.33333333333334,2018
74849,85,1,85.0,2018
74851,281,2,140.5,2018
74854,35,1,35.0,2018
74855,68,1,68.0,2018
74859,469,2,234.5,2018
74864,117,1,117.0,2018
74868,256,2,128.0,2018
74869,3,1,3.0,2018
74871,16,1,16.0,2018
74872,45,1,45.0,2018
74873,419,1,419.0,2018
74875,10,1,10.0,2018
74880,56,1,56.0,2018
74883,66,1,66.0,2018
74884,722,2,361.0,2018
74901,14,1,14.0,2018
74902,49,1,49.0,2018
74930,11,1,11.0,2018
74936,1,1,1.0,2018
74937,67,1,67.0,2018
74940,12,1,12.0,2018
74944,25,1,25.0,2018
74948,275,1,275.0,2018
74953,1435,2,717.5,2018
74954,296,1,296.0,2018
74955,1800,2,900.0,2018
74956,11,1,11.0,2018
74959,29,1,29.0,2018
74960,785,2,392.5,2018
74962,112,1,112.0,2018
74964,12,1,12.0,2018
74965,185,1,185.0,2018
74966,47,1,47.0,2018
75002,14,1,14.0,2018
75009,121,1,121.0,2018
75028,1393,1,1393.0,2018
75029,5485,1,5485.0,2018
75030,1985,1,1985.0,2018
75032,113,1,113.0,2018
75034,6109,1,6109.0,2018
75048,555,1,555.0,2018
75051,8676,1,8676.0,2018
75056,1164,1,1164.0,2018
75071,6138,2,3069.0,2018
75077,215,2,107.5,2018
75086,10661,1,10661.0,2018
75087,2161,2,1080.5,2018
75094,283,1,283.0,2018
75098,1008,1,1008.0,2018
75110,769,1,769.0,2018
75119,847,1,847.0,2018
75126,657,1,657.0,2018
75134,2088,1,2088.0,2018
75140,75,1,75.0,2018
75142,2293,2,1146.5,2018
75143,12,1,12.0,2018
75147,75,1,75.0,2018
75149,1754,1,1754.0,2018
75154,551,1,551.0,2018
75160,1199,1,1199.0,2018
75169,43,1,43.0,2018
75180,1671,1,1671.0,2018
75189,685,1,685.0,2018
75205,573,2,286.5,2018
75215,78412,1,78412.0,2018
75261,1298,1,1298.0,2018
75407,433,1,433.0,2018
75429,145,1,145.0,2018
75432,60,1,60.0,2018
75454,68,1,68.0,2018
75462,137,1,137.0,2018
75494,28,1,28.0,2018
75563,184,1,184.0,2018
75606,5301,1,5301.0,2018
75633,214,1,214.0,2018
75647,65,1,65.0,2018
75652,2321,2,1160.5,2018
75663,1110,1,1110.0,2018
75670,442,1,442.0,2018
75686,283,1,283.0,2018
75701,64,1,64.0,2018
75702,6931,1,6931.0,2018
75750,11,1,11.0,2018
75751,616,2,308.0,2018
75756,17,1,17.0,2018
75757,56,1,56.0,2018
75759,14,1,14.0,2018
75763,117,1,117.0,2018
75766,1018,1,1018.0,2018
75771,338,1,338.0,2018
75785,1296,2,648.0,2018
75791,197,1,197.0,2018
75801,842,1,842.0,2018
75833,231,1,231.0,2018
75835,171,1,171.0,2018
75844,24,1,24.0,2018
75860,75,1,75.0,2018
75935,449,2,224.5,2018
75939,79,1,79.0,2018
75949,14,1,14.0,2018
75951,470,1,470.0,2018
75962,29,1,29.0,2018
75963,2535,1,2535.0,2018
75964,731,1,731.0,2018
76011,27820,1,27820.0,2018
76013,184,1,184.0,2018
76021,3314,1,3314.0,2018
76033,1357,1,1357.0,2018
76048,1160,1,1160.0,2018
76059,192,1,192.0,2018
76067,959,1,959.0,2018
76086,2087,1,2087.0,2018
76087,222,2,111.0,2018
76102,49968,1,49968.0,2018
76104,717,1,717.0,2018
76107,10,1,10.0,2018
76148,486,1,486.0,2018
76180,3420,1,3420.0,2018
76204,21,1,21.0,2018
76205,6942,1,6942.0,2018
76234,1340,2,670.0,2018
76247,39,1,39.0,2018
76259,62,1,62.0,2018
76271,6,1,6.0,2018
76351,29,1,29.0,2018
76360,158,1,158.0,2018
76367,144,1,144.0,2018
76374,42,1,42.0,2018
76380,74,1,74.0,2018
76424,427,2,213.5,2018
76426,243,2,121.5,2018
76437,64,1,64.0,2018
76448,240,1,240.0,2018
76450,365,1,365.0,2018
76501,4508,1,4508.0,2018
76520,61,1,61.0,2018
76527,12,1,12.0,2018
76528,519,1,519.0,2018
76531,104,1,104.0,2018
76537,3,1,3.0,2018
76550,567,1,567.0,2018
76567,375,1,375.0,2018
76571,26,1,26.0,2018
76577,44,1,44.0,2018
76642,120,1,120.0,2018
76643,416,1,416.0,2018
76645,912,2,456.0,2018
76655,95,1,95.0,2018
76667,500,1,500.0,2018
76691,53,1,53.0,2018
76693,34,1,34.0,2018
76701,8854,2,4427.0,2018
76705,1175,1,1175.0,2018
76708,16,1,16.0,2018
76712,297,1,297.0,2018
76715,615,1,615.0,2018
76801,1352,1,1352.0,2018
76821,12,1,12.0,2018
76877,130,1,130.0,2018
76902,8369,1,8369.0,2018
76909,102,1,102.0,2018
76932,181,1,181.0,2018
76941,17,1,17.0,2018
76943,45,1,45.0,2018
76951,13,1,13.0,2018
77005,11,1,11.0,2018
77024,419,1,419.0,2018
77030,187,1,187.0,2018
77032,327,1,327.0,2018
77055,61,1,61.0,2018
77073,115400,1,115400.0,2018
77090,93,1,93.0,2018
77301,4649,1,4649.0,2018
77340,1736,1,1736.0,2018
77351,1871,2,935.5,2018
77360,50,1,50.0,2018
77375,63,1,63.0,2018
77381,434,1,434.0,2018
77385,179,1,179.0,2018
77414,1731,2,865.5,2018
77418,205,1,205.0,2018
77437,646,1,646.0,2018
77445,441,1,441.0,2018
77465,68,1,68.0,2018
77469,6504,1,6504.0,2018
77471,2130,1,2130.0,2018
77474,144,1,144.0,2018
77477,1187,1,1187.0,2018
77480,181,1,181.0,2018
77484,96,1,96.0,2018
77486,220,1,220.0,2018
77488,1292,2,646.0,2018
77493,1209,1,1209.0,2018
77514,1234,1,1234.0,2018
77535,520,1,520.0,2018
77541,508,2,254.0,2018
77575,1390,1,1390.0,2018
77578,209,1,209.0,2018
77580,244,2,122.0,2018
77584,4475,1,4475.0,2018
77587,926,1,926.0,2018
77627,61,1,61.0,2018
77630,914,1,914.0,2018
77651,596,1,596.0,2018
77656,312,1,312.0,2018
77657,650,1,650.0,2018
77662,381,1,381.0,2018
77833,338,1,338.0,2018
77834,843,1,843.0,2018
77837,21,1,21.0,2018
77842,32,1,32.0,2018
77856,148,1,148.0,2018
77864,251,1,251.0,2018
77868,309,1,309.0,2018
77901,5393,2,2696.5,2018
77954,725,2,362.5,2018
77957,336,2,168.0,2018
77963,232,1,232.0,2018
77964,297,2,148.5,2018
77975,1,1,1.0,2018
77979,783,3,261.0,2018
78006,1374,2,687.0,2018
78009,109,1,109.0,2018
78016,278,1,278.0,2018
78025,54,1,54.0,2018
78052,147,1,147.0,2018
78059,29,1,29.0,2018
78061,265,1,265.0,2018
78102,363,1,363.0,2018
78109,1293,1,1293.0,2018
78114,71,1,71.0,2018
78130,3078,1,3078.0,2018
78155,455,1,455.0,2018
78163,34,1,34.0,2018
78201,369,1,369.0,2018
78213,660,1,660.0,2018
78219,243,1,243.0,2018
78229,74,1,74.0,2018
78232,194,1,194.0,2018
78238,948,1,948.0,2018
78266,113,1,113.0,2018
78374,805,1,805.0,2018
78384,292,1,292.0,2018
78385,51,1,51.0,2018
78390,154,1,154.0,2018
78516,708,1,708.0,2018
78520,8490,1,8490.0,2018
78537,1677,1,1677.0,2018
78538,56,1,56.0,2018
78548,14,1,14.0,2018
78550,5559,1,5559.0,2018
78562,24,1,24.0,2018
78566,335,1,335.0,2018
78569,137,1,137.0,2018
78572,494,1,494.0,2018
78578,423,2,211.5,2018
78584,364,1,364.0,2018
78589,1701,1,1701.0,2018
78597,903,1,903.0,2018
78606,69,1,69.0,2018
78611,667,2,333.5,2018
78621,261,1,261.0,2018
78626,2947,2,1473.5,2018
78640,863,1,863.0,2018
78644,361,1,361.0,2018
78653,78,1,78.0,2018
78654,537,1,537.0,2018
78657,78,1,78.0,2018
78660,358,1,358.0,2018
78666,248,1,248.0,2018
78691,1882,1,1882.0,2018
78734,409,1,409.0,2018
78738,456,1,456.0,2018
78745,187,1,187.0,2018
78746,163,1,163.0,2018
78839,128,1,128.0,2018
78873,102,1,102.0,2018
78934,336,2,168.0,2018
78945,103,1,103.0,2018
78956,133,1,133.0,2018
79007,962,1,962.0,2018
79009,27,1,27.0,2018
79013,120,1,120.0,2018
79015,392,1,392.0,2018
79016,66,1,66.0,2018
79027,39,1,39.0,2018
79029,709,1,709.0,2018
79035,47,1,47.0,2018
79045,62,1,62.0,2018
79066,1482,1,1482.0,2018
79070,300,1,300.0,2018
79072,1267,1,1267.0,2018
79081,22,1,22.0,2018
79088,377,1,377.0,2018
79101,20029,2,10014.5,2018
79245,65,2,32.5,2018
79250,18,1,18.0,2018
79257,2,1,2.0,2018
79316,361,1,361.0,2018
79322,24,1,24.0,2018
79325,19,1,19.0,2018
79336,236,1,236.0,2018
79339,279,1,279.0,2018
79347,79,1,79.0,2018
79357,35,1,35.0,2018
79360,353,1,353.0,2018
79373,66,1,66.0,2018
79382,73,1,73.0,2018
79401,877,1,877.0,2018
79409,628,1,628.0,2018
79457,25099,1,25099.0,2018
79504,29,1,29.0,2018
79520,3,1,3.0,2018
79529,22,1,22.0,2018
79556,693,1,693.0,2018
79563,82,1,82.0,2018
79567,106,1,106.0,2018
79604,9233,1,9233.0,2018
79720,2188,1,2188.0,2018
79731,5,1,5.0,2018
79739,22,1,22.0,2018
79756,241,1,241.0,2018
79830,100,1,100.0,2018
79832,43,1,43.0,2018
79843,3,1,3.0,2018
79851,744,1,744.0,2018
80002,6076,1,6076.0,2018
80012,24724,1,24724.0,2018
80020,2611,1,2611.0,2018
80022,3665,1,3665.0,2018
80026,1312,1,1312.0,2018
80027,529,1,529.0,2018
80031,6209,1,6209.0,2018
80033,1770,1,1770.0,2018
80045,153,1,153.0,2018
80104,1919,1,1919.0,2018
80107,44,1,44.0,2018
80109,4803,1,4803.0,2018
80110,4291,2,2145.5,2018
80111,1244,1,1244.0,2018
80112,6692,2,3346.0,2018
80113,79,1,79.0,2018
80117,83,2,41.5,2018
80123,22,2,11.0,2018
80124,1350,1,1350.0,2018
80132,2,1,2.0,2018
80134,1726,1,1726.0,2018
80160,7,1,7.0,2018
80165,2544,1,2544.0,2018
80204,50711,2,25355.5,2018
80212,232,2,116.0,2018
80214,505,1,505.0,2018
80215,794,2,397.0,2018
80226,14696,1,14696.0,2018
80228,19,1,19.0,2018
80229,8325,1,8325.0,2018
80233,2624,1,2624.0,2018
80246,1186,1,1186.0,2018
80260,979,1,979.0,2018
80302,1453,1,1453.0,2018
80306,5991,1,5991.0,2018
80309,1430,1,1430.0,2018
80401,7845,3,2615.0,2018
80403,377,1,377.0,2018
80422,364,1,364.0,2018
80424,924,3,308.0,2018
80435,78,1,78.0,2018
80440,197,2,98.5,2018
80443,155,1,155.0,2018
80444,143,1,143.0,2018
80446,52,1,52.0,2018
80451,121,1,121.0,2018
80452,238,1,238.0,2018
80461,148,2,74.0,2018
80466,69,1,69.0,2018
80467,49,1,49.0,2018
80477,851,2,425.5,2018
80480,9,1,9.0,2018
80482,204,1,204.0,2018
80498,200,1,200.0,2018
80501,4666,1,4666.0,2018
80514,135,1,135.0,2018
80516,553,1,553.0,2018
80517,165,1,165.0,2018
80520,243,1,243.0,2018
80521,7532,1,7532.0,2018
80523,775,1,775.0,2018
80525,2523,1,2523.0,2018
80530,31,1,31.0,2018
80534,407,1,407.0,2018
80537,3594,1,3594.0,2018
80542,11,1,11.0,2018
80543,79,1,79.0,2018
80546,75,1,75.0,2018
80547,157,1,157.0,2018
80550,361,1,361.0,2018
80601,8090,2,4045.0,2018
80610,24,1,24.0,2018
80615,105,1,105.0,2018
80620,995,1,995.0,2018
80621,212,1,212.0,2018
80631,1879,1,1879.0,2018
80632,8,1,8.0,2018
80634,5829,1,5829.0,2018
80639,139,1,139.0,2018
80642,9,1,9.0,2018
80644,9,1,9.0,2018
80645,58,1,58.0,2018
80651,99,1,99.0,2018
80701,927,2,463.5,2018
80705,30,1,30.0,2018
80720,153,1,153.0,2018
80723,177,1,177.0,2018
80731,14,1,14.0,2018
80734,59,2,29.5,2018
80737,9,1,9.0,2018
80751,1189,2,594.5,2018
80758,11,1,11.0,2018
80759,29,1,29.0,2018
80807,247,2,123.5,2018
80808,26,1,26.0,2018
80810,3,1,3.0,2018
80813,183,1,183.0,2018
80814,301,1,301.0,2018
80817,1246,1,1246.0,2018
80819,9,1,9.0,2018
80821,29,2,14.5,2018
80828,27,1,27.0,2018
80829,97,1,97.0,2018
80863,337,1,337.0,2018
80901,28257,1,28257.0,2018
80903,5287,1,5287.0,2018
80906,25,1,25.0,2018
80933,143,1,143.0,2018
81003,12283,3,4094.3333333333335,2018
81039,15,1,15.0,2018
81050,730,2,365.0,2018
81052,155,2,77.5,2018
81054,342,1,342.0,2018
81063,97,1,97.0,2018
81067,21,1,21.0,2018
81073,42,2,21.0,2018
81082,658,2,329.0,2018
81089,270,1,270.0,2018
81101,972,1,972.0,2018
81102,61,1,61.0,2018
81122,63,1,63.0,2018
81125,90,1,90.0,2018
81129,79,1,79.0,2018
81130,2,1,2.0,2018
81132,209,2,104.5,2018
81137,24,1,24.0,2018
81144,371,1,371.0,2018
81147,372,2,186.0,2018
81201,368,2,184.0,2018
81211,101,1,101.0,2018
81212,1986,2,993.0,2018
81224,62,1,62.0,2018
81225,32,1,32.0,2018
81226,104,1,104.0,2018
81230,448,2,224.0,2018
81235,7,1,7.0,2018
81252,196,1,196.0,2018
81301,1327,1,1327.0,2018
81302,11,1,11.0,2018
81303,555,1,555.0,2018
81321,818,2,409.0,2018
81324,49,1,49.0,2018
81328,14,1,14.0,2018
81401,515,2,257.5,2018
81402,1630,1,1630.0,2018
81416,1106,2,553.0,2018
81419,61,1,61.0,2018
81425,27,1,27.0,2018
81427,32,1,32.0,2018
81433,11,1,11.0,2018
81435,136,3,45.333333333333336,2018
81501,7572,2,3786.0,2018
81521,384,1,384.0,2018
81526,97,1,97.0,2018
81601,1398,2,699.0,2018
81611,517,2,258.5,2018
81615,27,1,27.0,2018
81620,283,1,283.0,2018
81621,62,1,62.0,2018
81623,157,1,157.0,2018
81625,662,2,331.0,2018
81631,762,2,381.0,2018
81635,118,1,118.0,2018
81639,54,1,54.0,2018
81641,70,1,70.0,2018
81647,93,1,93.0,2018
81648,17,1,17.0,2018
81650,538,1,538.0,2018
81652,64,1,64.0,2018
81657,457,1,457.0,2018
83202,1476,1,1476.0,2018
83205,146,1,146.0,2018
83206,3700,1,3700.0,2018
83210,63,1,63.0,2018
83211,267,2,133.5,2018
83213,25,1,25.0,2018
83221,1357,2,678.5,2018
83226,86,2,43.0,2018
83252,105,1,105.0,2018
83254,135,1,135.0,2018
83261,80,1,80.0,2018
83263,148,2,74.0,2018
83274,173,1,173.0,2018
83276,133,2,66.5,2018
83301,590,1,590.0,2018
83303,3302,1,3302.0,2018
83313,27,1,27.0,2018
